# BUSCO version is: 5.0.0 
# The lineage dataset is: poales_odb10 (Creation date: 2020-08-05, number of species: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
54at38820	Duplicated	chr5D	510041618	510058005	-	3917.8	2154	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
54at38820	Duplicated	chr5A	636525016	636539908	-	3957.5	2149	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
60at38820	Duplicated	chr6B	712742038	712757806	-	3389.9	1761	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
60at38820	Duplicated	chr6A	617730850	617743886	+	3625.2	1850	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
62at38820	Duplicated	chr3A	391054836	391084081	+	3784.5	1989	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
62at38820	Duplicated	chr3B	401160377	401186656	+	3810.3	1986	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
62at38820	Duplicated	chr3D	295984463	296011630	+	3813.4	1988	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
68at38820	Duplicated	chr4B	103087104	103095740	+	3813.9	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
68at38820	Duplicated	chr4A	519312395	519325585	+	3821.5	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
68at38820	Duplicated	chr4D	70660211	70670327	+	3823.7	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
72at38820	Duplicated	chr7B	356425966	356437096	-	3419.8	1950	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7A	347237368	347248511	+	3421.9	1942	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7D	320725217	320736300	+	3424.6	1917	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
78at38820	Duplicated	chr3A	88795086	88809049	-	3201.7	1602	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
78at38820	Duplicated	chr3B	134556550	134569348	-	3220.2	1598	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
78at38820	Duplicated	chr3D	79373531	79386349	-	3246.8	1598	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
82at38820	Duplicated	chr3D	35239216	35247105	+	2545.2	1399	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
82at38820	Duplicated	chr3B	65541002	65548955	+	2547.8	1397	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
82at38820	Duplicated	chr3A	44124174	44132055	+	2558.3	1410	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
83at38820	Duplicated	chr7D	96277630	96294931	-	3287.9	1601	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7A	99950411	99967505	-	3297.4	1621	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7B	43442182	43459360	-	3337.6	1604	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
87at38820	Duplicated	chr4B	634428387	634436603	+	3392.9	1775	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
87at38820	Duplicated	chr5A	676423191	676431239	+	3580.5	1847	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
87at38820	Duplicated	chr4D	496863293	496871134	+	3584.2	1840	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
91at38820	Duplicated	chr5A	481972157	481987812	-	3460.5	2021	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
91at38820	Duplicated	chr5B	465494088	465509921	-	3462.2	2011	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
91at38820	Duplicated	chr5D	385613066	385628740	-	3467.3	2012	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
94at38820	Duplicated	chr6B	154752559	154761774	+	3594.6	2256	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
94at38820	Duplicated	chr6A	91981636	91991116	+	3631.7	2301	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
94at38820	Duplicated	chr6D	90204908	90214083	+	3636.7	2246	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
96at38820	Duplicated	chr4D	502006222	502016980	+	2948.7	1491	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
96at38820	Duplicated	chr5A	682622088	682632174	+	3017.5	1491	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
96at38820	Duplicated	chr4B	641692152	641702514	+	3034.2	1494	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
98at38820	Duplicated	chr2A	674218566	674232571	-	3166.4	1886	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
98at38820	Duplicated	chr2B	631835992	631849869	-	3204.2	1887	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
98at38820	Duplicated	chr2D	542361971	542375771	-	3213.1	1883	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
99at38820	Duplicated	chr3D	450824160	450841957	-	3261.2	1674	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3B	604139459	604157171	-	3310.0	1667	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3A	581239611	581257167	-	3324.0	1667	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
100at38820	Duplicated	chr7D	448137966	448153676	-	3071.2	1782	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
100at38820	Duplicated	chr7B	455951293	455967103	-	3142.5	1840	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
100at38820	Duplicated	chr7A	499039580	499055293	-	3203.2	1826	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
102at38820	Duplicated	chr1D	414961967	414975173	+	2983.3	1563	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
102at38820	Duplicated	chr1B	572904935	572919045	+	3192.3	1668	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
102at38820	Duplicated	chr1A	510631819	510645053	+	3216.3	1679	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
104at38820	Duplicated	chr4D	11967473	11991870	+	3009.6	1567	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	chr4B	21876335	21887675	+	3009.8	1567	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	chr4A	588656354	588667457	-	3015.3	1586	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
114at38820	Duplicated	chr6B	24064536	24116121	+	2534.2	1669	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr5B	693529005	693548787	-	2546.7	1636	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr5D	566517303	566591930	+	2590.1	1682	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr3B	32364956	32399464	+	2649.8	1635	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr6B	242535807	242559859	-	2884.1	1813	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr6A	180590214	180614513	-	2915.0	1814	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr6D	153283977	153298495	-	2941.3	1657	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
118at38820	Duplicated	chr5B	695097353	695107089	+	2373.8	1484	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
118at38820	Duplicated	chr4A	609565198	609575448	-	2760.4	1637	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
118at38820	Duplicated	chr5D	565536018	565546342	-	2764.0	1637	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
119at38820	Duplicated	chr6A	16709932	16721020	-	3170.0	1813	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
119at38820	Duplicated	chr6D	17501645	17512688	-	3172.6	1790	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
119at38820	Duplicated	chr6B	32104643	32115805	-	3173.8	1798	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
120at38820	Duplicated	chr1A	50899169	50918126	+	2995.2	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
120at38820	Duplicated	chr1B	73171524	73191371	+	3016.4	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
120at38820	Duplicated	chr1D	50303310	50321862	+	3024.8	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
121at38820	Duplicated	chr1A	430466940	430480370	-	2837.1	1377	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1B	459993828	460006091	-	2844.2	1367	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1D	333853454	333865330	-	2844.7	1367	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
124at38820	Duplicated	chr7B	441221858	441263320	+	2953.9	1725	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
124at38820	Duplicated	chr7D	433192117	433223555	+	3038.4	1725	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
124at38820	Duplicated	chr7A	507614939	507647517	-	3171.6	1715	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
127at38820	Duplicated	chr2A	184342173	184356323	+	2957.7	1477	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2B	230676420	230695436	+	2962.7	1480	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2D	183388740	183409393	-	3012.4	1476	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
131at38820	Duplicated	chr7B	148642375	148665282	+	2864.4	1564	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
131at38820	Duplicated	chr7D	186825879	186844627	+	2918.7	1585	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
131at38820	Duplicated	chr7A	192197986	192224411	-	2990.4	1584	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
133at38820	Duplicated	chr6B	273495767	273522094	+	2802.3	1577	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
133at38820	Duplicated	chr6D	169826123	169858267	+	2804.9	1586	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
133at38820	Duplicated	chr6A	191588249	191620914	-	2818.3	1564	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
134at38820	Duplicated	chr4A	356863421	356894884	+	2796.1	1532	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
134at38820	Duplicated	chr4D	237560415	237591345	-	2801.8	1545	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
135at38820	Duplicated	chr1B	434497262	434521862	+	2858.3	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
135at38820	Duplicated	chr1D	313006314	313030578	+	2868.4	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
135at38820	Duplicated	chr1A	392265177	392289201	+	2874.9	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
138at38820	Duplicated	chr7D	338463734	338495749	+	2629.8	1400	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7A	383648983	383671691	+	2636.2	1405	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7B	302599315	302612050	+	2638.9	1403	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
143at38820	Duplicated	chr2D	79115469	79127145	-	2419.4	1396	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2B	112939089	112956337	-	2596.6	1470	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2A	76595419	76610979	-	2603.5	1454	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
144at38820	Duplicated	chr5A	572712039	572728333	+	2959.2	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
144at38820	Duplicated	chr5B	546089886	546105913	+	2972.5	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
144at38820	Duplicated	chr5D	452682336	452698385	+	2988.1	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
150at38820	Duplicated	chr1D	203131157	203157940	-	2661.0	1377	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
150at38820	Duplicated	chr1B	307631156	307658477	-	2668.3	1380	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
150at38820	Duplicated	chr1A	261927076	261948403	+	2691.7	1369	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
157at38820	Duplicated	chr6D:401591892-563398185	401591892	401605735	-	2532.7	1289	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
157at38820	Duplicated	chr6A	528962466	528995097	-	2734.8	1397	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
166at38820	Duplicated	chr5B	535973507	535985465	+	1979.1	1531	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
166at38820	Duplicated	chr5A	562784170	562796465	+	2004.6	1581	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
166at38820	Duplicated	chr5D	445560873	445572961	+	2010.0	1526	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
168at38820	Duplicated	Taestivum_RENAN_scaffold_540	1558086	1569775	-	2770.0	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
168at38820	Duplicated	chr4A	311920153	311931959	+	2786.4	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
168at38820	Duplicated	chr4D	209495954	209506302	-	2788.9	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
172at38820	Duplicated	chr1A	567686450	567698105	+	2678.9	1431	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	chr2B	689096730	689107684	-	2685.1	1390	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	chr2A	714654415	714665537	+	2832.7	1412	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	chr2D	585761600	585772557	-	2905.9	1439	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
173at38820	Complete	chr3B	395662376	395674874	+	2488.2	1330	https://www.orthodb.org/v10?query=173at38820	myosin-17
174at38820	Duplicated	chr2B	802028087	802037141	-	2927.5	1634	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
174at38820	Duplicated	chr2A	784968365	784977531	-	2937.5	1634	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
174at38820	Duplicated	chr2D	660057631	660066697	-	2943.1	1636	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
176at38820	Duplicated	chr6A	373670448	373696166	-	2480.2	1384	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
176at38820	Duplicated	chr6D	277570547	277594269	+	2481.7	1375	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
176at38820	Duplicated	chr6B	295794350	295844918	-	2503.2	1357	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
179at38820	Duplicated	chr2B	125719532	125746293	+	2252.1	1429	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
179at38820	Duplicated	chr2A	84078798	84102146	+	2257.0	1444	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
179at38820	Duplicated	chr2D	87246015	87269337	+	2286.7	1427	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
183at38820	Duplicated	chr7B	122420474	122441014	+	3208.9	1965	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
183at38820	Duplicated	chr7D	167295461	167325265	+	3210.2	1885	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
183at38820	Duplicated	chr7A	154923867	154949673	-	3304.5	1867	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
184at38820	Duplicated	chr3B	570496377	570521167	+	2614.1	1360	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
184at38820	Duplicated	chr3D	428157212	428194186	+	2620.0	1394	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
184at38820	Duplicated	chr3A	552096099	552133859	+	2621.9	1361	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
185at38820	Missing
188at38820	Duplicated	chr7D	148909201	148920836	+	2471.8	1316	https://www.orthodb.org/v10?query=188at38820	myosin-11
188at38820	Duplicated	chr7A	148226513	148238149	+	2481.6	1292	https://www.orthodb.org/v10?query=188at38820	myosin-11
