# BUSCO version is: 5.0.0 
# The lineage dataset is: poales_odb10 (Creation date: 2020-08-05, number of species: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
48at38820	Duplicated	Chr2A	574571862	574580407	-	4184.9	2116	https://www.orthodb.org/v10?query=48at38820	Allene oxide synthase-lipoxygenase protein
48at38820	Duplicated	Chr2B	511988499	511997211	-	4197.3	2125	https://www.orthodb.org/v10?query=48at38820	Allene oxide synthase-lipoxygenase protein
50at38820	Duplicated	Chr3B	317000933	317022707	+	3311.0	2020	https://www.orthodb.org/v10?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	Chr3A	346691372	346714627	-	3353.2	2034	https://www.orthodb.org/v10?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	Chr3D	255550133	255571359	+	3382.0	2018	https://www.orthodb.org/v10?query=50at38820	WD40-repeat-containing domain
51at38820	Duplicated	Chr1D	193544549	193568610	-	3732.5	1839	https://www.orthodb.org/v10?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	Chr1B	270381215	270405708	-	3800.9	1841	https://www.orthodb.org/v10?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	Chr1A	170550548	170585858	-	3851.6	1837	https://www.orthodb.org/v10?query=51at38820	DNA polymerase epsilon catalytic subunit
52at38820	Duplicated	Chr6D	443109889	443116181	-	3253.4	1670	https://www.orthodb.org/v10?query=52at38820	MAG2-interacting protein 2 isoform X1
52at38820	Duplicated	Chr6A	567079277	567089264	+	3675.7	1949	https://www.orthodb.org/v10?query=52at38820	MAG2-interacting protein 2 isoform X1
52at38820	Duplicated	Chr5B	673426435	673436286	+	3777.4	2062	https://www.orthodb.org/v10?query=52at38820	MAG2-interacting protein 2 isoform X1
54at38820	Duplicated	Chr5A	635612794	635627704	-	3815.7	2084	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
54at38820	Duplicated	Chr5B	636824170	636839006	-	3904.2	2154	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
54at38820	Duplicated	Chr5D	509349939	509366513	-	3933.8	2156	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
60at38820	Duplicated	Chr6A	619971253	619987103	+	3656.9	1839	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
60at38820	Duplicated	Chr6B	727154836	727170163	+	3673.9	1846	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
60at38820	Duplicated	Chr6D	492559220	492573442	+	3720.4	1850	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
62at38820	Duplicated	Chr3A	394797500	394826667	+	3784.1	1989	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
62at38820	Duplicated	Chr3B	394827917	394854232	+	3805.0	1986	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
62at38820	Duplicated	Chr3D	292235013	292262239	+	3815.2	1988	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
68at38820	Duplicated	Chr4A:69926254-520650232	520637073	520650232	+	3820.9	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
68at38820	Duplicated	Chr4B	105418614	105427249	+	3826.4	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
72at38820	Duplicated	Chr7D	315513347	315524404	+	3376.3	1949	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	Chr7A	348230263	348241379	+	3385.7	1967	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	Chr7B	348251521	348262636	-	3401.9	1943	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
78at38820	Duplicated	Chr3A	91453058	91467054	-	3218.2	1600	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
78at38820	Duplicated	Chr3D	76998941	77012020	-	3234.1	1600	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
78at38820	Duplicated	Chr3B	135134299	135147207	-	3240.8	1596	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
82at38820	Duplicated	Chr3D	33188126	33196015	+	2484.8	1398	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
82at38820	Duplicated	Chr3A	45846970	45854847	+	2543.2	1399	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
82at38820	Duplicated	Chr3B	66632546	66640491	+	2548.1	1412	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
83at38820	Duplicated	Chr7A	101595299	101612411	-	3188.6	1608	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
83at38820	Duplicated	Chr7D	96229199	96246517	-	3233.3	1629	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
83at38820	Duplicated	Chr7B	50902297	50923179	-	3300.2	1645	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
87at38820	Duplicated	Chr4B	632581735	632589953	+	3394.4	1775	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
87at38820	Duplicated	Chr4D	494164298	494172141	+	3580.4	1840	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
87at38820	Duplicated	Chr5A	675212254	675220302	+	3583.4	1847	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
91at38820	Duplicated	Chr5A	484166058	484181617	-	3377.8	2022	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
91at38820	Duplicated	Chr5D	386456305	386471992	-	3468.0	2003	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
91at38820	Duplicated	Chr5B	462520466	462536284	-	3521.9	2006	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
94at38820	Duplicated	Chr6B	153523471	153532686	+	3599.2	2195	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
94at38820	Duplicated	Chr6A	92470419	92479899	+	3628.4	2293	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
94at38820	Duplicated	Chr6D	94572057	94581237	+	3633.9	2240	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
96at38820	Duplicated	Chr4D	498905037	498915795	+	2948.7	1491	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
96at38820	Duplicated	Chr4B	640217485	640227852	+	3016.2	1494	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
96at38820	Duplicated	Chr5A	681450638	681460746	+	3118.6	1491	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
98at38820	Duplicated	Chr2D	530036811	530050629	-	3085.3	1821	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
98at38820	Duplicated	Chr2B	633424263	633438140	-	3187.4	1879	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
98at38820	Duplicated	Chr2A	676394870	676408876	-	3212.6	1886	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
99at38820	Duplicated	Chr3D	446183051	446200968	-	3269.4	1676	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
99at38820	Duplicated	Chr3A	587263864	587281478	-	3298.2	1672	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
99at38820	Duplicated	Chr3B	599096888	599114798	-	3307.7	1687	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
100at38820	Duplicated	Chr7B	465784538	465800407	-	3003.9	1794	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
100at38820	Duplicated	Chr7A	498964908	498980882	-	3161.5	1840	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
100at38820	Duplicated	Chr7D	445387699	445403866	-	3187.2	1825	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
102at38820	Duplicated	Chr1B	569956162	569970272	+	3200.3	1668	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
102at38820	Duplicated	Chr1A	515382306	515395542	+	3207.1	1673	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
102at38820	Duplicated	Chr1D	419021210	419034422	+	3212.3	1679	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
104at38820	Duplicated	Chr4B	24095701	24107167	+	2996.9	1576	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	Chr4D	11968122	11979429	+	3009.5	1567	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	Chr4A	589751131	589762254	-	3029.0	1592	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
114at38820	Duplicated	Chr5B	704810545	704830358	-	2543.2	1636	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	Chr5B	704685244	704703924	+	2668.6	1692	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	Chr6D	158408637	158434979	-	2895.4	1721	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	Chr6B	240895203	240920518	-	2947.0	1721	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	Chr6A	180978673	180992171	-	2972.4	1659	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
118at38820	Duplicated	Chr5D	565207324	565217221	-	2438.0	1488	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
118at38820	Duplicated	Chr4A	609392529	609402796	-	2754.4	1637	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
118at38820	Duplicated	Chr5B	706384758	706395044	+	2759.6	1636	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
119at38820	Duplicated	Chr6B	32115708	32126900	-	3167.1	1798	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
119at38820	Duplicated	Chr6A	18571139	18582226	-	3168.9	1812	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
119at38820	Duplicated	Chr6D	17394859	17405912	-	3203.6	1835	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
120at38820	Duplicated	Chr1D	53132516	53151086	+	2991.3	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
120at38820	Duplicated	Chr1B	76061630	76081684	+	3016.4	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
120at38820	Duplicated	Chr1A	51819811	51838763	+	3040.9	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
121at38820	Duplicated	Chr1A	434837920	434851350	-	2836.8	1377	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	Chr1D	337832497	337844366	-	2844.7	1367	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	Chr1B	457667504	457679798	-	2852.0	1367	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
124at38820	Duplicated	Chr7B	450975143	451016567	+	2938.3	1689	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
124at38820	Duplicated	Chr7D	430740215	430771623	+	3028.2	1725	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
124at38820	Duplicated	Chr7A	507576703	507609427	-	3192.5	1751	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
127at38820	Duplicated	Chr2B	233536761	233555791	+	2955.0	1476	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	Chr2A	182147882	182162037	+	2958.0	1477	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	Chr2D	174682948	174703607	-	3017.5	1477	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
131at38820	Duplicated	Chr7D	185629651	185648386	+	2866.1	1585	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
131at38820	Duplicated	Chr7A	193491528	193517959	-	2913.3	1584	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
131at38820	Duplicated	Chr7B	155443902	155466831	+	3030.7	1568	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
133at38820	Duplicated	Chr6B	283305199	283331518	+	2796.4	1592	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
133at38820	Duplicated	Chr6A	191904905	191937627	-	2827.1	1568	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
133at38820	Duplicated	Chr6D	174810793	174842756	+	2834.8	1564	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
134at38820	Duplicated	Chr4A	357947795	357979300	+	2785.8	1457	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
134at38820	Duplicated	Chr4B	248663500	248707200	+	2801.9	1492	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
134at38820	Duplicated	Chr4D	235724466	235755395	-	2803.4	1532	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
135at38820	Duplicated	Chr1B	432335832	432360451	+	2862.3	1532	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
135at38820	Duplicated	Chr1A	396857628	396881848	+	2870.5	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
135at38820	Duplicated	Chr1D	317053013	317077290	+	2871.5	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
138at38820	Duplicated	Chr7A	384547737	384570458	+	2622.6	1432	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	Chr7D	336609918	336642041	+	2631.6	1400	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	Chr7B	303034749	303047492	+	2750.3	1454	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
143at38820	Duplicated	Chr2D	69668034	69680175	+	2562.6	1472	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
143at38820	Duplicated	Chr2B	111845476	111862710	-	2574.4	1467	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
143at38820	Duplicated	Chr2A	72242722	72258213	-	2610.7	1466	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
144at38820	Duplicated	Chr5D	453386983	453403026	+	2990.4	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
144at38820	Duplicated	Chr5A	571645902	571662452	+	3015.9	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
144at38820	Duplicated	Chr5B	553676314	553693062	+	3025.4	1655	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
150at38820	Duplicated	Chr1A	264698404	264720172	+	2498.1	1350	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
150at38820	Duplicated	Chr1D	208191327	208218206	-	2584.5	1369	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
150at38820	Duplicated	Chr1B	307621185	307648409	-	2667.9	1381	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
157at38820	Duplicated	Chr6D	405141865	405155722	-	2527.5	1290	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
157at38820	Duplicated	Chr6B	582261981	582275905	-	2538.4	1288	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
157at38820	Duplicated	Chr6A	528280921	528313604	-	2727.9	1397	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
166at38820	Duplicated	Chr5B	543046826	543058717	+	1997.2	1561	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
166at38820	Duplicated	Chr5A	561551615	561563905	+	2006.8	1582	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
166at38820	Duplicated	Chr5D	446232253	446244342	+	2012.5	1526	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
168at38820	Duplicated	ChrUnknown	33880265	33892254	-	2642.9	1237	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
168at38820	Duplicated	Chr4A	268800332	268812358	+	2763.5	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
168at38820	Duplicated	Chr4D	207956382	207966759	-	2805.9	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
172at38820	Duplicated	Chr1A	571157588	571169244	+	2666.6	1431	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	Chr2B	690905310	690916418	-	2727.4	1412	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	Chr2A	713444828	713455976	-	2956.2	1461	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	Chr2D	573924947	573936126	-	2972.8	1461	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
173at38820	Complete	Chr3D	286510827	286522953	-	2576.3	1327	https://www.orthodb.org/v10?query=173at38820	myosin-17
174at38820	Duplicated	Chr2B	806009636	806018769	-	2714.2	1502	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
174at38820	Duplicated	Chr2A	781357274	781366309	-	2943.8	1634	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
174at38820	Duplicated	Chr2D	650899439	650908516	-	2950.5	1634	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
176at38820	Duplicated	Chr6D	281806700	281830447	+	2494.5	1389	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
176at38820	Duplicated	Chr6B	314552353	314602967	+	2514.5	1390	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
176at38820	Duplicated	Chr6A	373119770	373146158	-	2564.3	1415	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
179at38820	Duplicated	Chr2B	125556113	125582866	+	2281.4	1429	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
179at38820	Duplicated	Chr2D	78931313	78954692	+	2289.2	1387	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
179at38820	Duplicated	Chr2A	81058464	81081835	+	2291.9	1412	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
183at38820	Duplicated	Chr7D	166196788	166218247	+	3220.9	1867	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
183at38820	Duplicated	Chr7B	129366688	129387240	+	3307.0	1964	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
183at38820	Duplicated	Chr7A	171115718	171141544	+	3309.7	1884	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
184at38820	Duplicated	Chr3B	565820570	565845395	+	2552.1	1359	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
184at38820	Duplicated	Chr3D	423638891	423675931	+	2640.0	1394	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
