# BUSCO version is: 5.0.0 
# The lineage dataset is: poales_odb10 (Creation date: 2020-08-05, number of species: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
34at38820	Duplicated	chr1D	312447269	312476341	+	4539.9	2201	https://www.orthodb.org/v10?query=34at38820	Serine/threonine-protein kinase TOR
34at38820	Duplicated	chr1B	436358721	436388310	+	4610.0	2244	https://www.orthodb.org/v10?query=34at38820	Serine/threonine-protein kinase TOR
34at38820	Duplicated	chr1A	405623699	405653876	+	4639.3	2248	https://www.orthodb.org/v10?query=34at38820	Serine/threonine-protein kinase TOR
35at38820	Duplicated	chr3A	382153911	382171214	+	3950.8	2307	https://www.orthodb.org/v10?query=35at38820	small subunit processome component 20 homolog
35at38820	Duplicated	chr3D	292066633	292083787	+	4006.3	2316	https://www.orthodb.org/v10?query=35at38820	small subunit processome component 20 homolog
35at38820	Duplicated	chr3B	422272116	422290286	-	4041.3	2279	https://www.orthodb.org/v10?query=35at38820	small subunit processome component 20 homolog
36at38820	Duplicated	chr3D	202621713	202679972	+	4175.6	2155	https://www.orthodb.org/v10?query=36at38820	piezo-type mechanosensitive ion channel homolog isoform X1
36at38820	Duplicated	chr3A	256966705	257013920	+	4188.2	2156	https://www.orthodb.org/v10?query=36at38820	piezo-type mechanosensitive ion channel homolog isoform X1
36at38820	Duplicated	chr3B	314572840	314616549	+	4214.4	2137	https://www.orthodb.org/v10?query=36at38820	piezo-type mechanosensitive ion channel homolog isoform X1
37at38820	Duplicated	chr1B	383703647	383719591	-	4688.3	2208	https://www.orthodb.org/v10?query=37at38820	dnaJ homolog subfamily C GRV2
37at38820	Duplicated	chr1D	272385168	272401256	-	4698.8	2210	https://www.orthodb.org/v10?query=37at38820	dnaJ homolog subfamily C GRV2
37at38820	Duplicated	chr1A	358273473	358293638	-	4702.0	2213	https://www.orthodb.org/v10?query=37at38820	dnaJ homolog subfamily C GRV2
38at38820	Duplicated	chr4B	18953032	18970866	+	4008.4	2153	https://www.orthodb.org/v10?query=38at38820	protein SABRE isoform X1
38at38820	Duplicated	chr4D	9989136	10007020	+	4028.9	2174	https://www.orthodb.org/v10?query=38at38820	protein SABRE isoform X1
38at38820	Duplicated	chr4A	592495898	592513659	-	4056.4	2160	https://www.orthodb.org/v10?query=38at38820	protein SABRE isoform X1
40at38820	Duplicated	chr2B	620749128	620768006	+	4705.5	2425	https://www.orthodb.org/v10?query=40at38820	BEACH domain-containing protein lvsC
40at38820	Duplicated	chr2D	524328640	524348302	+	4777.2	2463	https://www.orthodb.org/v10?query=40at38820	BEACH domain-containing protein lvsC
40at38820	Duplicated	chr2A	669265693	669286322	+	4813.2	2459	https://www.orthodb.org/v10?query=40at38820	BEACH domain-containing protein lvsC
46at38820	Duplicated	chr4A	302031658	302070124	+	4061.7	2164	https://www.orthodb.org/v10?query=46at38820	Aberrant pollen transmission 1
46at38820	Duplicated	chr4B	242833163	242855613	-	4171.3	2268	https://www.orthodb.org/v10?query=46at38820	Aberrant pollen transmission 1
46at38820	Duplicated	chr4D	246875597	246893871	-	4198.9	2234	https://www.orthodb.org/v10?query=46at38820	Aberrant pollen transmission 1
48at38820	Duplicated	chr2D	428586683	428595327	-	3962.3	2030	https://www.orthodb.org/v10?query=48at38820	Allene oxide synthase-lipoxygenase protein
48at38820	Duplicated	chr2A	570671868	570680413	-	4176.2	2116	https://www.orthodb.org/v10?query=48at38820	Allene oxide synthase-lipoxygenase protein
48at38820	Duplicated	chr2B	509529872	509538584	-	4195.1	2125	https://www.orthodb.org/v10?query=48at38820	Allene oxide synthase-lipoxygenase protein
50at38820	Duplicated	chr3B	338047662	338069605	-	3305.3	2020	https://www.orthodb.org/v10?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	chr3A	343382348	343405773	-	3352.9	2041	https://www.orthodb.org/v10?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	chr3D	260658930	260680224	+	3382.0	2018	https://www.orthodb.org/v10?query=50at38820	WD40-repeat-containing domain
51at38820	Duplicated	chr1D	185900883	185925046	-	3730.0	1839	https://www.orthodb.org/v10?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	chr1B	270027880	270052138	-	3799.2	1841	https://www.orthodb.org/v10?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	chr1A	172544817	172580128	-	3851.6	1837	https://www.orthodb.org/v10?query=51at38820	DNA polymerase epsilon catalytic subunit
52at38820	Duplicated	chr6D	425121682	425127974	-	3253.4	1670	https://www.orthodb.org/v10?query=52at38820	MAG2-interacting protein 2 isoform X1
52at38820	Duplicated	chr6A	563048354	563058284	+	3675.7	1949	https://www.orthodb.org/v10?query=52at38820	MAG2-interacting protein 2 isoform X1
52at38820	Duplicated	chr7B	935253807	935263788	+	3777.4	2062	https://www.orthodb.org/v10?query=52at38820	MAG2-interacting protein 2 isoform X1
54at38820	Duplicated	chr5A	631383232	631398142	-	3815.7	2084	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
54at38820	Duplicated	chr7B	901657582	901672418	-	3904.2	2154	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
54at38820	Duplicated	chr5D	515853559	515869953	-	3919.8	2156	https://www.orthodb.org/v10?query=54at38820	Histidine kinase- DNA gyrase B- and HSP90-like ATPase family protein
60at38820	Duplicated	chr6B	712367702	712383467	+	3484.8	1804	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
60at38820	Duplicated	chr6A	611512041	611527698	+	3656.9	1839	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
60at38820	Duplicated	chr6D	465319391	465333698	-	3720.4	1850	https://www.orthodb.org/v10?query=60at38820	uncharacterized protein LOC102706919
62at38820	Duplicated	chr3A	391373185	391402365	+	3784.1	1989	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
62at38820	Duplicated	chr3B	428054326	428080665	+	3808.2	1986	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
62at38820	Duplicated	chr3D	297115208	297142522	+	3815.2	1988	https://www.orthodb.org/v10?query=62at38820	uncharacterized protein LOC102720665
68at38820	Duplicated	chr4B	102471800	102480435	+	3816.5	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
68at38820	Duplicated	chr4A:70228478-520994575	520981457	520994575	+	3820.9	1918	https://www.orthodb.org/v10?query=68at38820	U-box domain-containing protein 11
72at38820	Duplicated	chr7D	318114151	318125208	+	3376.3	1949	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7A	356261703	356272819	+	3385.7	1967	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7B	387647498	387658628	-	3406.2	1948	https://www.orthodb.org/v10?query=72at38820	Histone-lysine N-methyltransferase ATXR3
78at38820	Duplicated	chr3A	90610569	90624543	+	3200.2	1602	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
78at38820	Duplicated	chr3D	80997397	81010356	-	3234.1	1600	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
78at38820	Duplicated	chr3B	137366718	137379650	-	3237.4	1596	https://www.orthodb.org/v10?query=78at38820	uncharacterized protein LOC109739235
82at38820	Duplicated	chr3D	34148749	34156638	+	2484.8	1398	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
82at38820	Duplicated	chr3A	41587799	41595689	+	2542.7	1399	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
82at38820	Duplicated	chr3B	63897126	63905041	-	2547.0	1412	https://www.orthodb.org/v10?query=82at38820	E3 ubiquitin-protein ligase PRT6
83at38820	Duplicated	chr7A	111468167	111485313	+	3188.6	1608	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7D	95645633	95662961	-	3238.8	1629	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
83at38820	Duplicated	chr5B	432316232	432337120	+	3301.0	1645	https://www.orthodb.org/v10?query=83at38820	callose synthase 5
87at38820	Duplicated	chr4B	634834407	634842625	+	3394.4	1775	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
87at38820	Duplicated	chr4D	496936261	496944102	+	3580.4	1840	https://www.orthodb.org/v10?query=87at38820	thyroid adenoma-associated protein homolog
91at38820	Duplicated	chr7B	731201776	731217748	-	3458.4	2008	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
91at38820	Duplicated	chr5A	483277000	483292654	-	3460.5	2021	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
91at38820	Duplicated	chr5D	391152154	391167841	-	3468.0	2003	https://www.orthodb.org/v10?query=91at38820	Calcium-transporting ATPase
94at38820	Duplicated	chr6B	147592790	147602009	+	3619.1	2269	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
94at38820	Duplicated	chr6A	90886884	90896364	+	3628.4	2293	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
94at38820	Duplicated	chr6D	77647446	77656626	+	3637.2	2240	https://www.orthodb.org/v10?query=94at38820	C5XUN3_SORBI
96at38820	Duplicated	chr4D	502097649	502108408	+	2948.7	1491	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
96at38820	Duplicated	chr4B	644033838	644044205	+	3016.2	1494	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
96at38820	Duplicated	chr5A	676567233	676577344	+	3088.9	1499	https://www.orthodb.org/v10?query=96at38820	endoribonuclease Dicer homolog 1
98at38820	Duplicated	chr2D	529076380	529090198	-	3086.0	1821	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
98at38820	Duplicated	chr2B	630165778	630179655	-	3187.4	1879	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
98at38820	Duplicated	chr2A	673545939	673559940	-	3212.6	1886	https://www.orthodb.org/v10?query=98at38820	uncharacterized protein At3g06530
99at38820	Duplicated	chr3D	450762832	450780675	-	3269.4	1676	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3A	582293308	582311070	-	3298.2	1672	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3B	638308765	638326506	-	3306.4	1687	https://www.orthodb.org/v10?query=99at38820	Protein MOR1
100at38820	Duplicated	chr7B	290425230	290441099	+	3003.9	1794	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
100at38820	Duplicated	chr7A	509128708	509144549	-	3161.5	1840	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
100at38820	Duplicated	chr7D	446085515	446101352	-	3187.2	1825	https://www.orthodb.org/v10?query=100at38820	uncharacterized protein LOC8065147
102at38820	Duplicated	chr1B	570409258	570423368	+	3200.3	1668	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
102at38820	Duplicated	chr1A	520353928	520367164	+	3207.1	1673	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
102at38820	Duplicated	chr1D	411601460	411614672	+	3212.3	1679	https://www.orthodb.org/v10?query=102at38820	Helicase and polymerase-containing protein TEBICHI
104at38820	Duplicated	chrUn	164862932	164872541	-	2863.3	1507	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	chr4B	21894930	21906396	+	2996.9	1576	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	chr4D	12112607	12123914	+	3009.5	1567	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
104at38820	Duplicated	chr4A	590036690	590047814	-	3027.1	1592	https://www.orthodb.org/v10?query=104at38820	uncharacterized protein LOC109745572
114at38820	Duplicated	chr7B	967311181	967330996	-	2543.2	1636	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr3B	31748787	31783308	+	2580.0	1635	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr5D	574365329	574438573	-	2609.1	1682	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr6D	141127630	141153490	-	2863.6	1721	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr6B	237223832	237248949	-	2946.5	1721	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
114at38820	Duplicated	chr6A	179113757	179127308	-	2972.4	1659	https://www.orthodb.org/v10?query=114at38820	Methyl-CpG-binding domain-containing protein 9
118at38820	Duplicated	chr5D	575399620	575409449	+	2434.9	1488	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
118at38820	Duplicated	chr4A	609175919	609186186	-	2756.1	1637	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
118at38820	Duplicated	chr7B	968816908	968827192	+	2759.6	1636	https://www.orthodb.org/v10?query=118at38820	E3 ubiquitin-protein ligase listerin
119at38820	Duplicated	chr6B	30013162	30024345	-	3165.1	1802	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
119at38820	Duplicated	chr6A	17368677	17379764	-	3168.9	1812	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
119at38820	Duplicated	chr6D	19397869	19408922	+	3203.6	1835	https://www.orthodb.org/v10?query=119at38820	ATP-dependent helicase BRM
120at38820	Duplicated	chr1D	48730953	48749523	+	2991.3	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
120at38820	Duplicated	chr1B	67306608	67326528	+	2999.4	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
120at38820	Duplicated	chr1A	54589538	54608490	+	3040.9	1631	https://www.orthodb.org/v10?query=120at38820	rRNA biogenesis protein rrp5
121at38820	Duplicated	chr1A	439884060	439897490	-	2836.8	1377	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1D	330414287	330426156	-	2844.7	1367	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1B	458719487	458731781	-	2852.0	1367	https://www.orthodb.org/v10?query=121at38820	Zinc finger, RING-type
124at38820	Duplicated	chr7B	305154882	305198174	-	2939.3	1689	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
124at38820	Duplicated	chr7D	430507110	430538704	+	3028.2	1725	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
124at38820	Duplicated	chr7A	517651111	517684212	-	3192.5	1751	https://www.orthodb.org/v10?query=124at38820	HEAT repeat-containing protein 5B isoform X1
127at38820	Duplicated	chr2A	176456969	176471237	+	2925.3	1483	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2B	227150820	227169951	+	2952.8	1476	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2D	175212607	175233266	-	3017.5	1477	https://www.orthodb.org/v10?query=127at38820	Sec7, C-terminal
131at38820	Duplicated	chr7D	185304273	185323068	+	2866.0	1585	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
131at38820	Duplicated	chr7A	201512086	201538517	-	2913.3	1584	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
131at38820	Duplicated	chr5B	327134712	327157638	-	3031.9	1568	https://www.orthodb.org/v10?query=131at38820	Proteasome activator subunit 4
133at38820	Duplicated	chr6B	270855521	270881846	+	2782.9	1582	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
133at38820	Duplicated	chr6A	189956790	189989516	-	2827.1	1568	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
133at38820	Duplicated	chr6D	157480051	157512267	+	2834.8	1564	https://www.orthodb.org/v10?query=133at38820	Nuclear pore complex protein NUP205
134at38820	Duplicated	chr4A	359234371	359265874	+	2785.8	1457	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
134at38820	Duplicated	chr4B	326165803	326209837	-	2801.9	1492	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
134at38820	Duplicated	chr4D	236592171	236623216	-	2803.4	1532	https://www.orthodb.org/v10?query=134at38820	Putative 1-phosphatidylinositol-3-phosphate 5-kinase
135at38820	Duplicated	chr1A	402331801	402358930	+	2854.1	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
135at38820	Duplicated	chr1B	433240362	433265115	+	2862.3	1532	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
135at38820	Duplicated	chr1D	309790846	309815521	+	2871.5	1518	https://www.orthodb.org/v10?query=135at38820	anaphase-promoting complex subunit 1 isoform X1
138at38820	Duplicated	chr7A	394719256	394742026	+	2622.6	1432	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7D	336214193	336246187	+	2631.6	1400	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr5B	174946187	174958930	-	2750.3	1454	https://www.orthodb.org/v10?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
143at38820	Duplicated	chr2B	110419511	110436763	-	2576.2	1455	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2D	72655976	72667656	-	2590.8	1490	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2A	69315456	69331038	-	2604.3	1466	https://www.orthodb.org/v10?query=143at38820	DNA polymerase
144at38820	Duplicated	chr5A	568276427	568292721	+	2959.2	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
144at38820	Duplicated	chr5D	458111908	458127951	+	2990.4	1649	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
144at38820	Duplicated	chr7B	818329460	818346090	+	3025.4	1655	https://www.orthodb.org/v10?query=144at38820	uncharacterized protein LOC100384390
150at38820	Duplicated	chr1A	271424217	271445771	+	2498.1	1350	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
150at38820	Duplicated	chr1D	200556404	200583293	-	2584.5	1369	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
150at38820	Duplicated	chr1B	307576674	307604054	-	2630.5	1381	https://www.orthodb.org/v10?query=150at38820	UDP-glucose:glycoprotein glucosyltransferase
157at38820	Duplicated	chr6D	387316323	387330389	-	2532.8	1290	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
157at38820	Duplicated	chr6B	567367857	567381931	-	2537.7	1289	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
157at38820	Duplicated	chr6A	527266667	527299455	-	2728.3	1398	https://www.orthodb.org/v10?query=157at38820	uncharacterized protein LOC100384269
166at38820	Duplicated	chr5A	559047830	559060212	+	2000.4	1581	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
166at38820	Duplicated	chr5D	451028800	451040889	+	2012.5	1526	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
166at38820	Duplicated	chr7B	808291852	808303798	+	2036.8	1486	https://www.orthodb.org/v10?query=166at38820	Histone-lysine N-methyltransferase ATX2
168at38820	Duplicated	chrUn	157240588	157250941	-	2530.0	1168	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
168at38820	Duplicated	chr4A	313952979	313965033	+	2771.3	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
168at38820	Duplicated	chr4D	208887111	208897545	-	2785.1	1300	https://www.orthodb.org/v10?query=168at38820	intron-binding protein aquarius
172at38820	Duplicated	chr2B	692098822	692109939	-	2728.9	1412	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	chr1A	558884179	558895839	-	2780.4	1463	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	chr2D	571782832	571793780	-	2802.1	1390	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
172at38820	Duplicated	chr2A	712656930	712668082	+	2955.6	1461	https://www.orthodb.org/v10?query=172at38820	ABC transporter C family member 2
173at38820	Complete	chr3D	291399107	291411233	-	2576.3	1327	https://www.orthodb.org/v10?query=173at38820	myosin-17
174at38820	Duplicated	chr2B	802303454	802312545	-	2912.2	1641	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
174at38820	Duplicated	chr2A	779421928	779430963	-	2943.8	1634	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
174at38820	Duplicated	chr2D	644284583	644293647	-	2947.1	1634	https://www.orthodb.org/v10?query=174at38820	DDB1-and CUL4-associated factor homolog 1
176at38820	Duplicated	chr6B	293409985	293460821	-	2484.8	1361	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
176at38820	Duplicated	chr6A	372708590	372734765	-	2490.9	1378	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
176at38820	Duplicated	chr6D	262803796	262827803	+	2494.5	1389	https://www.orthodb.org/v10?query=176at38820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
179at38820	Duplicated	chr2B	123416207	123443044	+	2232.2	1417	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
179at38820	Duplicated	chr2D	80772790	80796169	+	2289.2	1387	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
179at38820	Duplicated	chr2A	76816884	76840251	+	2292.5	1378	https://www.orthodb.org/v10?query=179at38820	Protein CHROMATIN REMODELING 5
183at38820	Duplicated	chr7D	165739611	165761034	+	3220.9	1867	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
183at38820	Duplicated	chr5B	352621312	352641801	-	3307.5	1933	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
183at38820	Duplicated	chr7A	164211471	164237315	-	3309.7	1884	https://www.orthodb.org/v10?query=183at38820	Transcription activator BRG1
184at38820	Duplicated	chr3B	604775460	604800285	+	2552.1	1359	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
184at38820	Duplicated	chr3D	428169029	428206067	+	2640.0	1394	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
184at38820	Duplicated	chr3A	553143640	553183481	+	2640.3	1394	https://www.orthodb.org/v10?query=184at38820	protein MON2 homolog isoform X1
185at38820	Missing
188at38820	Duplicated	chr7D	147442848	147454609	+	2468.1	1297	https://www.orthodb.org/v10?query=188at38820	myosin-11
